FileName,e_lfanew,SizeOfCode,SizeOfInitializedData,AddressOfEntryPoint,ImageBase,SectionAlignment,FileAlignment,SizeOfImage,DllCharacteristics,BaseOfCode,NumberOfRvaAndSizes,LoaderFlags,MajorOperatingSystemVersion,MinorOperatingSystemVersion,MajorImageVersion,MinorImageVersion,MajorSubsystemVersion,MinorSubsystemVersion,SizeOfHeaders,CheckSum,Subsystem,SizeOfStackReserve,SizeOfStackCommit,SizeOfHeapReserve,SizeOfHeapCommit,ShannonEntropy
/home/kali/Desktop/Virusshare/VirusShare_01a8fb9e746dd2d600ac3c1c26b7e4cb,224,35840,77312,14197,4194304,4096,512,126976,0,4096,16,0,4,0,0,0,4,0,1024,0,2,1048576,4096,1048576,4096,6.924437666291891
/home/kali/Desktop/Virusshare/VirusShare_01a98142b184b284e6540f933de8cc31,216,20992,0,5879,4194304,4096,512,380928,0,4096,16,0,5,1,0,0,5,1,1024,200559,2,1048576,4096,1048576,4096,7.181046748184867
/home/kali/Desktop/Virusshare/VirusShare_01aede06342d40843fbf99a1f2fb4d64,232,28672,876544,4106,4194304,4096,4096,909312,0,4096,16,0,4,0,0,0,4,0,4096,0,2,1048576,4096,1048576,4096,6.815011938472767
/home/kali/Desktop/Virusshare/VirusShare_01b2a2958e367d56dfd513a110e63aef,224,96768,468480,23054,34603008,4096,512,581632,0,4096,16,0,5,0,0,0,5,0,1024,258930,2,1048576,4096,1048576,4096,7.036271259954964
/home/kali/Desktop/Virusshare/VirusShare_01bcceb0ef77a9aaa1e2f044fbe94156,208,177664,82432,4096,4194304,4096,512,278528,0,4096,16,0,10,3,8,1,4,0,4096,0,2,1048576,4096,1048576,4096,6.799706864283101
/home/kali/Desktop/Virusshare/VirusShare_01bd02b422cdc7b9b4dc5036d3ed3550,216,90112,65536,4156,452984832,4096,4096,208896,0,4096,16,0,4,0,0,0,4,0,4096,0,3,1048576,4096,1048576,4096,5.752408088595748
/home/kali/Desktop/Virusshare/VirusShare_01cbdb10ab96d7de94ac1db156ad0572,224,28160,164864,11794,4194304,4096,512,208896,0,4096,16,0,13,6,0,0,5,1,1024,207114,2,1048576,4096,1048576,4096,7.58422416478359
/home/kali/Desktop/Virusshare/VirusShare_01d34bb243ca15fc733964eb0e988d32,224,28160,86016,11675,4194304,4096,512,147456,0,4096,16,0,13,6,0,0,5,1,1024,134190,2,1048576,4096,1048576,4096,7.468051427271259
/home/kali/Desktop/Virusshare/VirusShare_01d51bbed8e7741e349dfc6019dab7b0,224,22528,72192,24704,268435456,4096,512,167936,0,4096,16,0,5,0,0,0,5,0,1024,105878,2,1048576,4096,1048576,4096,6.407528518550413
/home/kali/Desktop/Virusshare/VirusShare_01d8ae207de44f7b1605bd255afb4744,224,61440,245760,39123,4194304,4096,4096,311296,0,4096,16,0,4,0,0,0,4,0,4096,0,2,1048576,4096,1048576,4096,6.160082338962039
/home/kali/Desktop/Virusshare/VirusShare_01e6ffd7879fe3df912da5f0dc217b6c,224,194048,33280,4976,268435456,4096,512,249856,0,4096,16,0,5,0,0,0,5,0,1024,277153,2,1048576,4096,1048576,4096,7.466439451281918
/home/kali/Desktop/Virusshare/VirusShare_01ec8d7a957a6431ac98221b837ddc33,128,10752,26112,4672,4194304,4096,512,733184,0,4096,16,0,4,0,1,0,4,0,1024,77293,2,2097152,4096,1048576,4096,7.983204759270798
/home/kali/Desktop/Virusshare/VirusShare_01f192b86d26813315a79f27be115bf3,256,127488,59904,119394,4194304,4096,512,200704,0,4096,16,0,4,0,0,0,4,0,1024,0,2,1048576,4096,1048576,4096,7.902413762671863
/home/kali/Desktop/Virusshare/VirusShare_01f482620e6b1fad2de394116ad9da38,256,453632,169984,4096,4194304,4096,512,1028096,0,4096,16,0,1,0,0,0,4,0,1024,0,2,1048576,16384,1048576,4096,7.9413713417133565
/home/kali/Desktop/Virusshare/VirusShare_01f7371635f41f66ab259253b36488ca,208,29184,48128,32720,4194304,4096,512,98304,32768,4096,16,0,5,0,0,0,5,0,1024,121865,2,1048576,4096,1048576,4096,4.72177107438777
/home/kali/Desktop/Virusshare/VirusShare_01f911629156ce4bfcde07f7354b3e27,240,84992,217088,5736,4194304,4096,512,356352,32768,4096,16,0,5,1,0,0,5,1,1024,367480,2,1048576,4096,1048576,4096,7.230801229290659
/home/kali/Desktop/Virusshare/VirusShare_01faa688773fab3ca20efc0bc214fbef,128,24064,241152,4096,4194304,4096,512,280732,0,4096,16,0,4,0,0,0,4,0,1024,0,2,1048576,4096,1048576,4096,7.934004128875789
/home/kali/Desktop/Virusshare/VirusShare_01fc51a6e9a20f654d38eef554b59309,232,17408,458240,12667,83886080,4096,512,487424,0,4096,16,0,4,0,0,0,4,0,1024,179443,2,1048576,4096,1048576,4096,7.294959726614798
/home/kali/Desktop/Virusshare/VirusShare_01fdbedebf7e07758be8713502ecdc1e,224,25088,113664,23824,4194304,4096,512,323584,0,4096,16,0,5,1,0,0,5,1,1024,170269,2,1048576,4096,1048576,4096,7.404124270830954
/home/kali/Desktop/Virusshare/VirusShare_0223e0c5ab531204dcd267066b0844cc,216,61440,98304,20592,184549376,4096,4096,200704,64,4096,16,0,4,0,0,0,4,0,4096,0,3,1048576,4096,1048576,4096,5.080052710635786
/home/kali/Desktop/Virusshare/VirusShare_0224a612091d3cf8260efa6506e978f3,224,132608,339968,136130,4194304,4096,512,364544,0,4096,16,0,8,3,8,3,4,0,4096,0,2,0,0,1048576,4096,6.872674149159306
/home/kali/Desktop/Virusshare/VirusShare_0224a8d397d041489c3e0a0827887ca0,232,251904,59904,21360,4194304,4096,512,344064,32768,4096,16,0,5,0,0,0,5,0,1024,0,2,1048576,4096,1048576,4096,6.275056089557155
/home/kali/Desktop/Virusshare/VirusShare_02273ed2e35f961d520b21b82be519ae,128,2048,20992,4733,4194304,4096,512,36864,0,4096,16,0,4,0,0,0,4,0,1024,0,2,1048576,4096,1048576,4096,5.029250166587156
/home/kali/Desktop/Virusshare/VirusShare_022990c273ab941404f34f4ebabf1236,240,69632,204800,38477,4194304,4096,512,315392,33024,4096,16,0,5,1,0,0,5,1,1024,333612,2,1048576,4096,1048576,4096,7.3512871076299104
/home/kali/Desktop/Virusshare/VirusShare_022b77d323c6eedc22e4d2b69a4da6e0,224,43008,185344,4336,4194304,4096,512,241664,32768,4096,16,0,5,0,0,0,5,0,1024,0,2,1048576,4096,1048576,4096,6.899275635645769
